Participant,File,Utterance #,Transcript,Coding
EAR_22.xlsx,266,,there's one um so it says the prereq is math seven b or math nine b yeah i guess you can i might do that right now like* sign up fo ten a and then there's ,
EAR_22.xlsx,267,,girl like* woah like* yeah i can't like* _ and it's like* i couldn't be like* friends with him anymore cuz i was just like* i think of him just a different way not like* i like him but like* why would you do something like that and then he ended up like* getting high the next day and then like* asking for me and then everyone's like* he's asking for you like* yeah that part and after that he said some things that like* he probably doesn't talk to me because he said them and he said like* things about how like* ,
EAR_22.xlsx,268,,oh they get your trash both of them oh yeah cuz i've seen my trash can knocked down a couple times and i'm always like* stop but like* sometimes i don't know like* shes with me when it's knocked down you know i think it's both of them no i think she's mostly like* cuz like* she doesn't really knock down trash really she only knows down ,
EAR_22.xlsx,269,,it's really scary um go for it okay ew looking at natalie's face like* i love you not about that yeah not it's just ,
EAR_22.xlsx,270,,mhm what'd she say like* did you park in my spot ,
EAR_22.xlsx,271,,no you're fine i honestly don't mind like* that's probably a good idea no you're fine i don't mind no me either i'm not home either we are ,
EAR_22.xlsx,277,,i wanna cuz that's the thing i haven't heard from the petition yet but i don't want to keep on taking science courses if i'm not gonna need them no i was gonna like* have an appointment with her but i don't want _ yeah should i make an appointment first and okay ,
EAR_22.xlsx,305,,she doesn't bully she wants to play with her hm _ sometimes she slaps her but then izzy's the one also like* she's not even close to her so they just both hate each other hm what ,
EAR_34.xlsx,12,,i don't know but he had been on twitter since twenty-twelve and then the other guy too he's like* twenty-fifteen or like* just like* old and he actually like* prank timed the guy so like* i saw the other person and it was just like* a different number he sent us like* pictures of what she had sent so like* i feel like* this girl this time around yeah you can just tell me in the morning ,
EAR_34.xlsx,14,,yeah yeah mhm mhm mhm i know dude len's friend like* he has a big like* he has a big box and he'll like* pack the bowl like* quick not only just ,
EAR_34.xlsx,16,,and then anne was like* uh like* she felt awkward and i was like* i'm going to the pool and i like* got up and then went into the pool and lenny came and he was like* why are you being like that like* just kiss me and i was like* and i literally like* looked at him and i was like* he is such a bad kisser i wouldn't even kiss him if i was desperate like* i haven't kissed in ten years that that was different i was like* that was different that was different i was like* you know what i've had a boyfriend for so long let's see how many guys i can actually hit up and then like* will follow through the answer was three within eighteen hours actually it was four it was four it was landen zion ryan and then abel ,
EAR_34.xlsx,17,,hold on i need to call stefan's dumbass he is trying to tell me now he has alcohol him hello hey are you here uh it's okay cuz i need to leave before traffic it's fine i'll just if anything i'll just like* let you know on monday or something or like* next week um you could just get me like* the forty and the two bottles of smirnoff cuz like* i think next week abel's coming here ,
EAR_34.xlsx,45,,like* do you actually have an itch or do you just want me to like* scratch your back oh then just say that cuz if i am trying to get an itch i am gonna go like this you know do you want to smoke yeah boi sometimes what what did i do ,
EAR_34.xlsx,46,,well i already said no okay do you want to stop being weird why are you trying to like* make a schedule and that's why i don't want to so no i really don't want to ,
EAR_34.xlsx,48,,what thing really oh true they really don't care like* this guy had this backpack and he smelled like hella weed so you already know he had a bunch of weed in his backpack and he had his kids with him and he had his like* son carrying the bag ,
EAR_34.xlsx,51,,i was like* where is he going why hasn't he come out yet ,
EAR_34.xlsx,71,,that's cuz a girl says hi to you uh eric's girlfriend does derrick i forget sorry i know i'm like* a crazy bitch today a little bit but not really mm what the hell i'm not gonna to be like* don't go i don't like her well she was like* you know that video i you know that video i told you and they said they did the and let that man go she was like that she was like* aw ,
EAR_34.xlsx,73,,hello her ear i'm talking about her ear can you see still trying to fight that bitch from mm i'm like* ew ,
EAR_34.xlsx,86,,yeah okay well since my brother wants to go like* right now in a little bit it's whatever ,
EAR_34.xlsx,96,,oh this piece of hair is like* randomly super thick thicker than the rest do you see it's crazy what does that hurt okay ,
EAR_34.xlsx,99,,no there was nothing on my finger i went like* this knock knock me that's it ,
EAR_34.xlsx,104,,he used to be oh maybe he's just like* fucked up in the head oh oh yeah uh martin told me ,
EAR_34.xlsx,132,,they're not prickly it feels but not prickly anymore i feel like you that's what my mom calls me yeah no she like* she can go months without shaving you can't even tell it's not even fair ,
EAR_34.xlsx,139,,hm what do you want me to do okay okay yeah like* what do you want me to do ,
EAR_34.xlsx,167,,and he was like* ay like* he put his credit card first he gives the girl his credit card but there is like* a big ass pin pad where you are supposed to put your credit card and then she and then she just kind of looks and it and then she puts her like* uses her arm and put it in for him instead of giving it back to him and then he's like* oh i am so sorry and then she puts like* the card and then he's just standing there and he's like* wait i forgot we are getting beers and then there's a guy in line behind him and then he was like* he's like* which one's do we want though like* we talked about getting about beers but then we never said which one's we wanted ,
EAR_34.xlsx,172,,nope he sucks he didn't look like pancho no he was like* brown like my mom i found it in like* my brother's closet but my aunt used to always tell me i was too old to have a teddy bear and she used to live with us so i am pretty sure she it ,
EAR_34.xlsx,173,,wait cuz her parents are dead well her dad was never like* in the picture and then her mom died and she lives with her grandma can you what yeah i still am i love this one ,
EAR_34.xlsx,205,,in the morning and then like* i wasn't trying to argue with you at all sorry if i gave you an attitude i was just very frustrated with you i don't know it's just like* frustrating when it's like* you telling me all these things but like* like* i don't tell you like* when i i think it goes both ways like* when you tell me about something that i do like* i'll bring up something that you did too and then it turned into this constant thing of like* no but i said that i'm annoyed but like* i'm annoyed too i feel like we just both need to listen to each other and it's like* you have valid reason to be annoyed and i do too so i feel like* it's not about no it's about me being ,
EAR_34.xlsx,206,,it feels like it it's because we don't get to see each other all that often so it's like* people they argue about things and then they have time to just hang out but we don't and i feel like* i don't know this is just me communicating with you now but i feel like sometimes you were just like* you have patterns like* you things out on me and it's just really frustrating because like* i literally want to just make a joke or something and like* obviously like* there are no types of bad intentions ever like* on my part and so it's ,
EAR_34.xlsx,209,,there you go and then i have like* gummy stuff too right there right there next to it that one this one yes yes yes oh i got granola bars in here fuck yeah you want some alright and here is some gummies for you my line hooked it up with the sausages yeah dude ,
EAR_34.xlsx,220,,clue cuz i'm like* not kidding i'm completely lost yeah but none of them correlate it's just my face yeah give me clues something um is it colorful does it have colors ,
EAR_4.xlsx,16,,how does that work oh for real i'm just the family i want to sleep _ i had the weirdest dreams too when i was up having my nap like* i had when i was taking my nap i had weird dreams like* i was going to be assaulted like* i remember now but i was gonna i was almost getting raped by somebody every girl has that dream no it wasn't charles it was some other black guy ,
EAR_4.xlsx,24,,bye cuz to make friends i don't have any friends well it's different i'm not trashing you but i but i balance a lot of things in my high school like* i did sports and clubs and all that stuff and i still graduated with good grades got into college i'm pretty sure i can do the same thing now i'm not gonna get fucked up like* i don't get high yeah i know and i regretted it completely ,
EAR_4.xlsx,25,,yeah oh yeah we fucked definitely vigorously on this bed yeah then why did you say it was sticky what's sticky what's sticky sure i did sure i did when you were like* he he's napping naked in my bed that's not taking it too far who that's weird that's really weird unless you're already naked oh my god ,
EAR_4.xlsx,26,,like* i have this small thing my shorts no it's a shirt yeah it fit's though _ and i'll wear that okay well i'm not gonna i'm gonna be more covered up than most than most of the girls so it's gonna be fine who's texting me you don't even have my number ,
EAR_4.xlsx,27,,i have to go yeah i have to go i have to go like* right now i'm gonna be late i got to go i'm sorry later ,
EAR_4.xlsx,29,,which one do you want to do first which one six okay that one that would be correlation bias that'd be seeing relationships that don't exist number six you're saying well six is saying like* say if something happened an accident happened like* why i should i would've known that would've happened but it like* obviously you would've known in the moment yeah um that's that's definitely number four though ,
EAR_4.xlsx,39,,but do you have irish in you okay that makes so much that's so dominant that's all what about dominant traits everyone knows what dominant recessive genes because look she has reddish hair like* in the light in the sunlight i've seen reddish what sometimes right now it's not but in certain lights it is my mom has red undertones in her hair when her hairs black it's all undertones arianna has um blue undertone yeah her hair is so black it's blue ,
EAR_4.xlsx,41,,oh my god you look like a boy oh that's why you're wearing a scarf i was so confused like* no i'm i'm not i look like him you did well i'm your sugar daddy so yeah you're welcome ,
EAR_4.xlsx,42,,it's abby my my really good friend uh my best friend's divya that's not even funny because this is no sure wow no nigga like* no _ you remember that ,
EAR_4.xlsx,58,,my sister might be coming maybe i don't know we could all go she's not that bad no it's just her just her and i think one of her friends she cute but she kind of fat but she's really nice but she's heavy but she like* she like* she still gets people like* she can still make out with people probably i think bigger than sandra i'm not sure ,
EAR_4.xlsx,216,,i'm gonna grab a spoon and i'm gonna leave i need to go grab me a spoon _ then we can leave i have like* notes and then um i still need quizzes and exams you're welcome _ i'll show you how to do them _ we're gonna go do psych we're gonna go do psych homework yeah ,
EAR_4.xlsx,217,,no if i don't do it today i'm gonna feel so bad tomorrow yeah cuz i forgot to do it throughout the week last week i know i was hella mad i was hella mad at you i was like* the fuck she's gonna go fuck eddie now is that what you did i didn't really want to go with you guys i didn't like* i felt bad being like* drunk in front of juanita i felt so like* i know that she like* she ,
EAR_4.xlsx,218,,i don't know if i should get boba now i really feel like* i should just leave why'd you call her t what what ,
EAR_4.xlsx,220,,like* and i've always wanted one here yeah like* right here yeah but like* um i wanted to get this but like* higher like* not right here like* right here something like that i don't know yeah a lot of money that i don't have that's true oh yeah ,
EAR_4.xlsx,223,,i know it's terrible hi yeah it's a long story mina kass okay nice to meet you i don't want to do this can i not do this it's like* i know we're gonna have a clicker quiz on tuesday and i already messed up on my last one and i dont want to mess up on this one ,
EAR_4.xlsx,225,,it's just like* so annoying im sorry ,
EAR_4.xlsx,232,,you too you've already been to nigeria why do you want to go why would you go to somewhere you've already been but i mean like* i would want to study abroad in one of the places i've never been where have you been okay okay europe is not a country okay where in europe yeah yeah it smells like pee but where else have you been yeah it is rome ,
EAR_4.xlsx,307,,like* this stuff boring you know it's just this is what i want to learn things like this _ cuz it's not just a dance class _ like* it's more than that clearly i'm learning about blackface and appropriation and colonization ,
EAR_4.xlsx,309,,i'm not a pro but like* there's there's things to like* there's tips that i know _ like* it's it's gonna be uncomfortable at first the things you do she's gonna be uncomfortable you have to be able to be okay with her but she doesn't want to do that all i'm saying is she like* it's i was still scared like* no one's ever done anything like that to me so i was just like* eh like* i didn't even take off my clothes ,
EAR_4.xlsx,310,,oh fuck oh thanks thanks what thing i can't even see it you still luscious since i hang out with you all everyone's like* wow you ,
EAR_4.xlsx,312,,well it's all about mass too like* you could be the strongest person ever it's just i can do four and a half last time i checked so aw aw i'm so fucking tired thank you ,
EAR_4.xlsx,325,,but like* how do people like tijan and mj so much i don't understand no it's just i i don't understand what they're doing see i don't know what i'm doing wrong ,
EAR_4.xlsx,326,,no yeah it's like* charles gets left out a lot like* he's not even here right now i don't even know either _ do you want me to tell him to come here well if he wanted to come here he would hm ,
EAR_14.xlsx,11,,no you told me that you didn't study that much that you did but that much i didn't study the night before but i heard of the week are you going home oh i forgot sorry i'm so i literally last night i woke up like* five fucking times i couldn't go to sleep i feel great ,
EAR_14.xlsx,12,,why don't _ did you're eighty three and they checked for that and that's what it came out and they didn't fuckin bother to say anything what kind of bullshit hospital is that you should fuckin sue their asses _ and be like* yeah i fucking came here and um yeah they didn't tell me shit they sent me home and then i went somewhere else and those bitches were like* i don't know do you want to wait ,
EAR_14.xlsx,13,,they literally told you to fill it out and bring it back yeah but she told me for you to not like* um be she said which is like* _ like* don't worry a lot about it and stuff but um like* to be concerned and stuff but like* don't freak out over it um and then she said like* you can come over she said like* she can talk to you about more stuff cuz she was working right now so she just like* told me briefly um what she knew or some of the stuff cuz i was asking her questions and yeah i don't know i'm barely i'm barely driving ,
EAR_14.xlsx,21,,it's a teratogen teratogen anything that's that's like* like* chemicals in food _ or like* bacteria alcohol any drug _ um it passes like* some of the chemicals to the baby _ cuz you know when you when you smoke weed like* it goes to your lungs and stuff so it's like* how is it gonna get to the child but it's in your system ,
EAR_14.xlsx,38,,a weed oh wherever it's not a vaporizer is that what it's called look how pretty that looks oh the ones that um that bell and jingo were stupid they had the old ones too but they wanted to get i don't know they got they didn't have any at the time like* they had them but they didn't have them at the time so they got the newer ones and those are ugly as fuck i think so i didn't ask ,
EAR_14.xlsx,40,,pretzels are so good you want a pretzel oh mhm i don't think you should take it seriously like* your kidneys and stuff what the fuck what kind of bullshit is that stupid doctors imagine my water breaks ,
EAR_14.xlsx,82,,i quit cuz i didn't feel good and i wanted to go home and then they were like* well if you go home you're gonna have your fourth point and i was like* okay then i just quit if you get your fourth point you get fired _ and i had three points like* two cuz i called off when i went to san francisco another two cuz i was late twice so i was like* whatever then so i quit they were like* okay yeah ,
EAR_14.xlsx,93,,propane i read about it online that it said it's more efficient like* it's cheaper and better for the environment too right really cuz of the type of car oh wow oh ,
EAR_14.xlsx,98,,solid you're like* ,
EAR_14.xlsx,138,,shit _ that kid in the first season he was taken by the monster and the monster went inside of him and i guess like* now he's like* possessed or something _ he's in the underworld ,
EAR_14.xlsx,178,,yes what the fuck ew like* every day _ is this one broken or what oh _ it's not going down ,
EAR_14.xlsx,185,,i still want that shit i don't like the one they mark it but those marks are old they're like* indented just get two ,
EAR_14.xlsx,189,,robert's not smoking or ever drinking cuz we went to the hospital cuz he had like* a yeah he had a i think an anxiety attack but he didn't know it or he didn't know what it was or a panic attack he was like* freaking out and thinking he was gonna die and stuff like* he was really scared yeah i went to the hospital called me like at like* fuckin one thirty in the morning and i was sleeping and shit and then his friend called he texted me and then his friend i cuz he hadn't paid his phone bill cuz he was poor like* from before but he already got paid so he already paid for all his stuff but at the time like* he didn't have money so he he didn't pay for his phone bill you're gonna make a left like* right here yeah um ,
EAR_14.xlsx,208,,hm i saw yeah but i haven't i haven't seen it there actually like* in person _ but i'll find it ,
EAR_14.xlsx,262,,no i don't think he count to ten i know you're bigger than him no he still doesn't know how to talk a lot he talks but not like* a lot a lot he says hi bye he says that he wants to eat he knows the utensils ,
EAR_14.xlsx,292,,that shit is funny means fast it's it's how they're using it though like* like* if you say like* yeah if you say it means like* go fast like* go but like* does does not mean fast that's not the actual definition of ,
EAR_14.xlsx,296,,i thought you meant more like* on the like* her like* like* the mid-age like* thirty forty like* i thought you meant like* how um they act like* with the not getting mad and like* considerate oh yeah she is she's chill let me see your phone i don't have a picture of her on mine i want to show him ,
EAR_14.xlsx,308,,wrong fuckin impression yeah you look like you're high or something remember remember didn't you say that you and your friend cuz you know when you were at the the other day when i came and picked you up um yeah and your friend was like* what the fuck imagine like* five of you guys wearing that shit on your head exactly so you guys look like a little fucking group or i don't know what the heck you guys have going on thats what it looks like you guys are giving that impression oh ,
EAR_14.xlsx,309,,yes you do dude dude you look oh my gosh you look perfectly fine like* you don't even look like you're high _ at all oh my god i'm not even snatching it no i didn't i didn't you the one that snatched it you fuckin snatcher ,
EAR_14.xlsx,311,,don't forget your card so small ew tastes water like* watered down ,
EAR_14.xlsx,314,,what'd you say though what'd you tell him like* oh can i get a back massage or what'd you say that sounds so creepy ew that's like* oh like* i did something for you now you gotta do something for me you gotta do this ew what the fuck probably how it sounded though ,
EAR_046.xlsx,6,,oh yeah monday is the earliest i have classes from friday like* twelve thirty yup huh ,
EAR_046.xlsx,7,,was it pre-med how did i even know that well i thought they the nerve on that guy and then like* yesterday i was like* why are you staying ,
EAR_046.xlsx,15,,remember when i told you huh oh my god she's like* i think just a little star imma buy it myself just come with me she said she went to go to first which defies the purpose of me actually sending her to get it so like* but i'm on my way right now to get it ,
EAR_046.xlsx,20,,work work oh my god so i am their yeah well like* the campus is ,
EAR_046.xlsx,21,,don't do that oh my god uhuh oh my god you think they to them to the ones that we right but i feel like* ,
EAR_046.xlsx,33,,who is that and i was like* uh and i left everyone on read at first like* i don't know like* this is not the type of yeah yeah yeah yeah well cuz he's at twenty-nine which is not that far away from here it's about an hour it's closer to palm springs it's literally on your way to palm springs and uh he's like* oh we should go out and i'm like* yeah why not so we went out in uh downtown riverside he's like* oh yeah like* i'll drive to you and i go cool and i was like* alright so then car he drives down here yeah it's a brand new ,
EAR_046.xlsx,37,,person out there go out and give them a hug or like* the first day they just met they'll say bye to them and there's people who are just like* more reserved reserved so kind of afraid to get out there afraid to get out there or sometimes not afraid but just kind of uh uh what's the word um you're you're afraid of uh of change so you'd rather stick to what you've usually done and you feel like that's worth it terrified so you're like* ,
EAR_046.xlsx,44,,he was he literally said cute ass and i was like* what the fuck they literally called me as i was going into my other job i was like* what do you mean huh no i did no i did not tell him that you know what's funny i've been entering a weird like* asian phase so i've been looking at asians on campus cuz i'm like* aw they too but it's funny because like* i like ,
EAR_046.xlsx,46,,what happened you'd be the type of person to bug me what do you mean _ damn are you scared it's scary like* you ,
EAR_046.xlsx,47,,the other day i saw someone that used to work here and i was like* what bitch huh no manager manager no she she works she she left ,
EAR_046.xlsx,48,,what did he tell you right what are you doing now then where do you work at late night oh i don't think i'd ever be able to do like* graveyard shift ,
EAR_046.xlsx,55,,why were you texting me earlier jose huh you're like* where you at i was like* at work the whole power went off for an hour four hours what the heck uhuh oh cuz you needed it cuz what oh ,
EAR_046.xlsx,114,,hold up i left at like* at one twenty it's like* it's crazy yeah oh my god yeah yeah yesterday mayra kept calling and calling and calling and she wanted labor and i was like* you know what she ,
EAR_046.xlsx,119,,and so everyone says we make good friends but then she took over on this side so then mayra took over on that side but i'm like* for the so that's why maria always tells me mayra says cuz i don't cuz cuz i don't like* you know like* i don't let her tell me what to do and it's like* uh that's why i uh the things that ,
EAR_046.xlsx,122,,like* uh ,
EAR_046.xlsx,123,,one of my employee's name i have uh an adapter to our aux cords cue all us don't have like* i bought one specifically for the store and then i don't know how he did it but they left like* the aux cord tip inside the adapter and so you have to be very careful not to that because aux cord is in there so always take it home the adapter ,
EAR_046.xlsx,124,,all we take out they're little cliques one time and like* yeah ,
EAR_046.xlsx,129,,oh no i'm going i'll put for the weekend birthday tomorrow that's why it worked out i was like* alright ,
EAR_046.xlsx,133,,bitch you don't have a bottle thalia what the fuck is up with your friend why are we even friends with her just kidding i love becks hold on we're like the best ones at our meetings like* just us two like* ,
EAR_046.xlsx,186,,oh awesome i already did yeah i was skeptical about the size i saw them online and i was like* i need to go in to an actual nordstrom yeah and summer is coming too yeah i don't know though yeah the second weekend why would you have ,
EAR_046.xlsx,191,,long way still to go but i i took a class in uh bilingualism and the impact on it on cognition and it really like* inspired me to do something with not only knowing two language but also doing the cognitive aspect of it right yeah right ,
EAR_046.xlsx,192,,all the time yeah we have the the highlander union building which is like* all the different places you can eat they have they just put a build your own pizza a a mod pizza they put up a mod pizza we have a panda express subway the habit coffee bean we have something called chronic tacos which is like a chipotle and then we also have something called the hibachi-san where they sell boba japanese food uh poke sushi ,
EAR_046.xlsx,304,,you have the twentieth mine's on thursday cuz i you know why cuz what is it called i have to go to my person cuz i think i'm going to like* minor in something i'm eighty eight percent done with my with my degree oh hell no no they don't care all they care about what fucking volunteering you do around the community ,
EAR_050.xlsx,7,,i didn't and it's like* no shut up i know ,
EAR_050.xlsx,33,,and that means you would literally have to get not only above average but like* sixty-five seventy to get a c plus in the class i'm like* how is that that supposed to work so he said drop it and i can't get anything below a b minus on a science or math lower div to qualify for the dental school i wanna go to so i figured i have to take the dental exam next summer anyway like* junior year summer i might as well i have to that right after my ochem series i'm like* might as well take ochem ,
EAR_050.xlsx,35,,and that's what kept before everything this and everything but we hang out and everything and like* well i mean and everything and i was just like* nah i do like him i already told you you know but like* i know ,
EAR_050.xlsx,37,,really yes oh no no no yeah yeah yeah yeah yeah yeah yeah yeah yeah that's like* that's so weird apparently they like* what's it called like* dry hump or some shit what's it called the pillow ,
EAR_050.xlsx,45,,yeah i know i feel so bad in boston and stuff when it's that no wonder there's barely any homeless people in boston cuz but in new york there's quite a bit and it smells like* crazy there so bad _ um so today i met new boyfriend yeah basically me ingrid and steven try and meet and ,
EAR_050.xlsx,46,,he just cheats on her and then the next day she comes back and she's like* can we stop being on a break and he was with that other girl so then she finds out and then everything happen so was like* you were jealous of me being with someone who i didn't even like and you go sleep with another girl so it's kinda like* a situation but in the end after they had broken up officially after she found out that or ross cheated on her that one guy who ross initally didn't like actually did like rachel all along but rachel never does anything about it so that's why it was like* frustrating everyone's like* ah there was rachel there was ross but that's ,
EAR_050.xlsx,47,,i think maria has the same class as you did you say she did cuz she said like* i had a i had a climate class just now and we were literally learning about this like* today i had to take a midterm on it i'm like* isn't there a bunch of people though uhuh uhuh ,
EAR_050.xlsx,88,,remember when i was in the library he gave her like* a hundred and fifty dollars worth for free maybe like ten pills mhm what _ ,
EAR_050.xlsx,92,,yeah yeah i don't think you have to maybe like* one or two i don't think it'd hurt to quote you know then just summarize the quote or whatever hm ,
EAR_050.xlsx,97,,tv shows in particular are known for it so i'm like* i'm so happy though it gives me so yeah i know like* scooby doo who knew who knew all these like* inappropriate things until like* i'm watching now i'm like* her name is mary jane i did not put that together cuz shaggy's always like* drugged out cuz he's high yeah i was obsessed i was obsessed yeah but i don't ,
EAR_050.xlsx,98,,other people who are the same ethnicity but different colors yeah that's a easier way of saying yeah it's easy to say it's easy to see and basically the girl the youngest sister's like* you know there's no one there who's the same color as me that is in you know media as much so like* even though michelle obama is there you have lupita lupita she's the one who's in black panther you know she's like* and she're really like* known but she's like* pretty much like* one of the few there's not as many in comparison to like* white models or any ,
EAR_050.xlsx,121,,i know like* ,
EAR_050.xlsx,122,,yeah like* in hospitals and stuff excuse me i have a question about what time do you think the concert's over at eleven okay thank you i have an essay due at twelve no i have to leave early ,
EAR_050.xlsx,124,,yes people like* um huh okay later i no but you shouldn't like* i know yeah ,
EAR_050.xlsx,127,,i know so hopefully he'll be okay yeah oh yeah yeah they said ten unofficial invite i know yeah like* yeah even if ,
EAR_050.xlsx,128,,i'm like* wow oh yeah i know ,
EAR_050.xlsx,135,,so he's gonna go to he's actually meeting her in person i'd be so bummed if christina gets to go and i don't get to go cuz literally like* they folllow each other on twitter and like* no my friend no cuz my friend i introduced him to christina so yeah my friend is there he's not sweating about being in front cuz he's gonna meet her afterwards yeah but ,
EAR_050.xlsx,190,,every little thing that annoys her so she is always there when she says that you know something is irritating she usually says it right away she doesn't care whose feelings she hurts she's very brave and i kinda like that so you know that there's no problem with her cuz sometimes it comes off a little bit wrong like* you know the the beginning of the year when she was confused why and when i told her she she she so at least she was easy to tell her and reason with her christina you don't what she's thinking so i don't know if she's kidding or not ,
EAR_050.xlsx,191,,the lock oh yeah when you pull it aw it's pretty cool like* so many people are giving me hugs for no reason i think i was the only straight person who wasn't gay lesbian bisexual asexual he was quite confused you know people who are transexual in the room and different ages they're all ,
EAR_050.xlsx,194,,jerusaelm is israel i don't know why i said egypt my mom saw where jesus was born she saw the place where jesus was born yeah every even even some hispanic people cuz you know how colorism all like* cultures it's in all cultures but there's always like* a different shade of each person who's in one cultural group so even some hispanics kind of white wash him because in hispanic culture there's still racism ,
EAR_050.xlsx,195,,like* three days after finals like* leaving for home her mom doesn't want her to a lot of financial responsibility and she's kinda nervous for her to go abroad cuz she was gonna do it in spain but she didn't get the requirements she needed in time so she's gonna do london and yeah europe is always safer cuz i really ,
EAR_050.xlsx,197,,i would like* i don't know i'd rather have that money back and then not you know cuz then like* you don't know if she's short changing or over paying you know like* i want that exact money back oh shoot my mom is calling me i told her that i'd be there by four its four twelve over here i haven't told her i was going out ,
EAR_050.xlsx,198,,my mom would be proud that i made it to vegas alive that's what she'd be proud she'd kill me afterwards my mom says if you drive too fast and die i'm gonna kill you imma bring you back to life and kill you that's what i was told she says don't speak that way i'm like* you're the one who mentioned it ,
EAR_050.xlsx,206,,for everytime i want something really bad i take out that money that i was going to spend and i put it in the box panda express i want the soup the soup is one ninety-five ma at panda express yeah it's it's hot and sour soup its basically uh whatever you know but it has mushrooms which i love so i always get that especially since it was thirty seven or thirty four degrees during the day i'm like* i gotta get ,
EAR_050.xlsx,295,,hi _ the og kinder is not legal in this country the one with the chocolate shell the one with the chocolate shell with the yellow tablet that's not legal in this country to just have the half one of the kinder egg there's two types of kinder eggs ma look he's like* squished into my arms and he's ,
EAR_050.xlsx,301,,do you have a lot of friends she always asks me that why wouldn't i have friends no that's the one question she asks all the time oh cuz aashna still talks with her friends from high school i'm like* what do i care i'm just saying ma ma you could get a parking citation cinder got a parking citation ,
EAR_047.xlsx,3,,traditional what what's a i didn't even know people said that i thought they were those backpacks the one with the little handle and the little red sign but i heard they're like* two hundred dollars oh you look cute ,
EAR_047.xlsx,6,,for my club i was either having like* a so they're having a valentine's day fundraiser they're gonna play romeo and juliette um it's in fullerton yeah it's from it's at seven with a couple oh with a couple ,
EAR_047.xlsx,16,,um yeah kinda what she said that basically that your race is problematic because people tend to like* view it all the time but i feel like now it will be hard like* yeah like* race like* as you can tell like* race has become like* a superiority thing there has to be a superior race someone's ,
EAR_047.xlsx,20,,rosy where you gonna get that at yogurtland so you're going to get off right there uh i don't know probably i don't like telling people to go with me that's why yeah cuz like* you know sometimes you kinda do stuff and then you're kinda lagging so i'm like* dude this weather is horrible ,
EAR_047.xlsx,50,,that's kind of excessive can i feel that bad i don't know uh oh see that's too much that's when it starts going to be like* okay i'm going to find you a doctor get you some actual help ,
EAR_047.xlsx,52,,i wish i could draw so bad ay your is looking good i feel like our friendship was playing around and then you got the hang of it cuz at first you were like* um ugh are you doing anything this three day weekend also whatchu doing oh really ,
EAR_047.xlsx,53,,i be like* oh fuck there's this one girl i do not like her face annoys me when she comes i'm like* and she always coming in to schedule appointments something about her the first time she just triggered me and i wasn't even the one that helped her out the the first time she just triggered my ass oh fuck no yeah i have this week she came in my other person was like* helping some one else out i was like* oh fuck yeah it's cuz some people they come in subject and they're like* oh like* who's it with ,
EAR_047.xlsx,55,,oh i like how it's a student oh okay yeah oh that's a good video do you watch it like* sometimes yeah sometime you wanna watch it like* were you purposely recording do people know if you screen record their instagram ,
EAR_047.xlsx,116,,yeah i think he's trying to say like* _ but i think he's saying like* basically don't let become a problem in your life_like* if you know it's coming up ,
EAR_15.xlsx,4,,it's kinda funny how unlike us and then us we are just getting a little bit you know in their eyes it's just like* all within one time so let's get everything they can i never came here i told you i didn't want to come to ucr remember i told you that story that my sister told me oh you know that my teacher is from went to ucr and i was like* whatever ,
EAR_15.xlsx,5,,alright well thank you though well fifteen bucks for that isn't that bad this one is kinda cute yo just buy boots you can wear them for like* winter yeah should i buy striped ,
EAR_15.xlsx,6,,for the first time okay i guess i am sitting with you alright just giving you a heads up since i have the obligation yeah i am serious it's um part of psychology research study thing yeah no it's like* it's not gonna they're not gonna gather anything from you it's just from me fine then don't talk to me ,
EAR_15.xlsx,11,,oh my god hm it only records 40 seconds and then it's like* it doesn't record for 12 minutes so i know when the 40 seconds are recording right now when ,
EAR_15.xlsx,14,,i don't even know how to do it i'm gonna do out i've only done three what about you i need to i have a see one the first one i haven't done it ever since i got seventy-nine i was just like* whatever i don't feel like* that and i just really what about you page six i'm pretty sure it's like* a hundred and something hours cuz their's like* these are pods you know what i'm talking about right yeah the first thing i'm going to do when ,
EAR_15.xlsx,21,,like* i am broke you have no idea i'm like* hella broke i'm like* woot like* so damn broke yeah okay okay okay sounds good okay well i'm gonna go now bye ,
EAR_15.xlsx,22,,like* so so yeah yay so yeah i know so like* ,
EAR_15.xlsx,24,,[ya despues dinero eso ya va incluido dosientos cincuenta en la tarjetade ese de nuestro] id and like* so [con eso podes comprar cualquier cosaen las tiendas de aqui de] ucr mhm and like* yeah bear bucks like* [si queremos siete dolares ahi tenemosque usar la tarjeta o ir a poner siete dolares en este maquina y lo transfiere a nuestra cuenta oh no dosientos cincuenta esos dosientos cincuenta que ponen en la tarjeta se va al otro] quarter so ,
EAR_15.xlsx,25,,[la cantidad que gano en el vienteseis fue menos que el viente quince verdad yo me acuerdo que si yo me acuerdo que si yo creo que si and like* yup [fue el viente quince fue elviente quince] yeah right they required for the twenty-fifteen taxes when we were applying last year right twenty-fifteen taxes no last year ,
EAR_15.xlsx,35,,yeah she's not there feel like* we might need her lets go uh yo isabel is the only one isabel i don't know if you're totally okay with this but like* i am part of a participation study and it says like* it's just going to record forty seconds of like* my life every twelve minutes it's just like* forty seconds no it's audio ,
EAR_15.xlsx,36,,did i tell you like* well i mean like* i can write anything before i submit the data i have the right go through the recordings and like* and hear anything i don't want them to have i just delete it ,
